address,name,rate,votes,location
"1216-1217, 24th Main, Sector 1, HSR Layout, Bengaluru",ChopServe,3.5,5,HSR
"2625, Zoya Fashion Basement, 27th Main Road, Near Axis Bank, HSR Layout Sector 1, HSR, Bangalore",Sandwich Truffles,3.3,8,HSR
"1158, 5th Main, 20th Cross, Sector 7, Near 3M Car Care, HSR, Bangalore",Bombay Kulfis,3.8,41,HSR
"Shop 2B, # 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR Layout, Bangalore.",Laziz Pizza,0.0,0,HSR
"177, 9th Main Road, Sector 7, HSR, Bangalore",Muziris,3.6,24,HSR
"36/3 Opposite Silver High Apartment Somsunder Pallya Circle, HSR, Bangalore",7 Degrees North,3.5,11,HSR
"1217, 11th Cross, 24th Main, Sector 1, HSR, Bangalore",The Thali Company,3.3,7,HSR
"837, 27th Main, 11th Cross, Sector 1, Opposite Ganesh Temple Park, HSR, Bangalore",Saahib,3.9,89,HSR
"666, 13th Cross, 27th main, Behind HDFC 1st Sector, HSR, Bangalore",Andhra Vantillu,3.3,4,HSR
"1126, 23rd Main, 11th cross, Near Bank Of Baroda 1st sector, HSR, Bangalore",Ammi's Biryani,2.8,114,HSR
"2577, SNR Plaza, 27th Main, 13th Cross, Sector 1, HSR Layout, Bangalore",Rolex Food Palace Restaurant,3.4,9,HSR
"Roopena Agrahara, Behind Vishal Mega Mart, Near NIIT, HSR, Bangalore",Ande Ka Funda,3.3,5,HSR
"1152, 22nd Cross, 22nd A Main, Second Sector, HSR, Bangalore",World Of Kebabs,3.4,5,HSR
"Plot 146, 7th Cross, 19th Main, Near Mantri Sarovar, Sector 4, HSR, Bangalore",Purani Dilli,3.2,4,HSR
somasundra palaya,The Bigman's Cafe,3.7,31,HSR
Location varies,Om Nom Thai,3.9,30,South Bangalore
"HSR layout, Bangalore, HSR, Bangalore",The Breakfeast,3.4,10,HSR
"19th Main, Sector 2, HSR Layout, HSR, Bangalore",SaJuSo,3.8,27,HSR
"1082, 18th Cross Road, Sector 3, HSR, Bangalore",Warm Oven,4.0,153,HSR
"Bld No 1126, 23rd main, 11th cross, 1st sector, 560012, ( Land Mark - Near Bank of Baroda )",RICE BAR,3.1,6,HSR
"856, 17th Cross Road, Sector 3, HSR, Bangalore",Amma's Cafe,3.2,6,HSR
"2733, Upper Ground Floor, 16th Cross, 27th Main, Opposite NIFT College, Sector 1, HSR Layout, HSR, Bangalore",The Little Chef,3.5,136,HSR
"Agara Bus Stop, Sarjapur Main Road, HSR, Bangalore",Ambur Biryani,3.2,5,HSR
"Ground floor, Number 7, Somasundara Palya Main Road, 27th Main, HSR, Bangalore",Foxtail Rodeo,3.5,13,South Bangalore
"625, 27th Main, Sector 1, HSR, Bangalore",Enroute,3.1,23,HSR
"837, 11th Cross, 26th Main, Sector 1, HSR, Bangalore",Dhaba Central,3.3,5,HSR
"22, ITI Layout, Vasudha Raja Gruha, Block-B, Sector 7, HSR, Bangalore",GrannyzHut,0.0,0,HSR
"2390, 15th B Cross, 24th Main, HSR Layout, Sector 1",Chattar Mattar,3.5,11,HSR
"1126, 23rd Main, 11th Cross, Sector 1, HSR, Bangalore",Sultan's Biryani,3.2,10,HSR
"Near Ganesh Temple, Rajiv Gandhi Nagar, HSR, Bangalore",UK Foods,0.0,0,HSR
"Block 1, Teacher's Colony, Sector 5, Jakkasandra, HSR, Bangalore",Maggi N Maggi House,0.0,0,HSR
"2B, 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR, Bangalore",Amul Ice Cream,0.0,0,HSR
"1161/1, Jinan Tower, 24th Cross, 24th Main, Sector 2, HSR, Bengaluru",Biryani Affair,3.5,147,HSR
"24th main, Parangipalya, 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",SR Biriyani Palace,3.3,8,HSR
"2724, 31st Main, 17th Cross, Near NIFT College, HSR, Bangalore",Juicemaker,3.7,68,HSR
"172, Siri Skylights Building, 9th Main, Sector 7, se HSR, Bangalore",Go Italia,0.0,0,HSR
"Near Micro Labs, Kudlu- Harlur Road, HSR, Bangalore",DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,3.2,67,HSR
"Udupi Bhavan 120/4, Harlur Main Road, Reliable Residency Layout, Phase 3, PWD Quarters, 1st Sector, HSR, Bangalore",CakeBox,3.5,18,HSR
"402, 25 B Main, 22nd Cross, Sector 2, HSR, Bangalore",Kachori Kafe,3.1,570,HSR
"Near KEB Power Station, 27th Main Road, 2nd Sector, HSR Layout, HSR, Bangalore",Mughal Treat,4.0,434,HSR
"20, Royal Placid Phase 2, Oppsite Hyper Super Market, Harlur Road, HSR, Bangalore",Thanco's Natural Ice Cream,3.9,100,HSR
"Kristal Jasper Commercial Complex, Amrita College Road, Near Shell Petrol, Kasavanahalli, Sarjapur Road, Bangalore",Pepperwood 2,3.1,36,Sarjapur Road
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Dakshin Flavors,3.0,206,HSR
"66/A, 66/B, 1st Floor Gangalahari, Kasavanahalli, Opposite Amritamayi Vishwavidaya Reetam, Sarjapur Road, Bangalore",Hotel Narmada,0.0,0,Sarjapur Road
"27th Main, 2nd Sector, HSR, Bangalore",Rock View Family Restaurant,3.3,8,HSR
"Shop 2, 953/B, 60 Feet Main Road, AECS Layout - A Block, Hal Layout, Singasandra, Hosur Road, Bangalore",Dinemaster Gogo's,3.4,5,Hosur Road
"1153, 24th Main, 22nd Cross, Sector 2, HSR, Bangalore",Burger Mania,0.0,0,HSR
"Teacher's Colony, Jakkasandra, Block 1, Koramangala, HSR Layout Sector 5, HSR, Bangalore",Agarwal Food Service,3.5,16,HSR
"169, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore",The Food Therapy,0.0,0,Koramangala 1st Block
"20 D Cross, Ejipura Main Road Opposite Amrutha Medical, Ejipura, Bangalore",Kalpanar Rannaghar,3.4,8,Ejipura
"House 70, 13th cross, Venkatapura, Teachers Colony, Koramangala 1st Block, Bangalore",Delhi Home Food,3.3,5,Koramangala 1st Block
"13/1, 10 Cross, Hosur Road, Bommanahalli, Bangalore",FoodandSnack.com,3.3,8,Bommanahalli
"Near Oxford Dental College, 1st Cross, Bommanahalli, Bangalore",Eat N Drink,3.8,32,Bommanahalli
"Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",Hotel Thazooq,3.3,6,Koramangala 1st Block
"G 04, Lavanya Serenity, 13th D Cross, Venkatapura Extension, Teacher's Colony, Koramangala 1st Block, Bangalore",Naani'z Biryani,3.3,6,Koramangala 1st Block
"3, Harlur Main Road, Kudlu Gate, Kudlu, Bommanahalli, Bangalore",Foodys Adda,3.2,4,Bommanahalli
"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",Chillax,3.3,4,Bommanahalli
"30, Bethel, Venkatapura Main Road, 13th Cross, Teacher's Colony, Koramangala 1st Block, Bangalore",New Ambur Dum Biryani,3.2,7,Koramangala 1st Block
"4, Gurumurthy Reddy Layout, Rammurthy Nagar, Bangalore",Biryani House,3.2,8,Rammurthy Nagar
"Hongasandra Main Road, Near Sharadha Vikas School, Garvebhavipalya Bommanahalli, Bangalore",Spice Resto,3.3,5,Bommanahalli
"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",Aaharam,4.0,65,Koramangala 1st Block
"16/10, Thirumalappa Complex, Hosplaya Main Road, Near Ujala Factory, Bommanahalli, Bangalore",Navi's Kitchen,0.0,0,Bommanahalli
"433/10, Hosur Main Road, Garvebhavi Playa, Bommanahalli, Bangalore",The Alphaa,3.8,273,Bommanahalli
"91, Silver Country Road, Kudlu Gate, HSR, Bangalore",Chaat Express,3.5,14,HSR
"No. 89, 1st floor, 17th Cross Road, Near HSR BDA complex, Sector 4, HSR Layout, Bengaluru, Karnataka",TRUE BLEU RESTO CAFE,4.2,70,HSR
"519, 1st Floor, 24th Main, Near KEB Office, Parangipalya Main Road, 2nd Sector, HSR, Bangalore",Meeraa's Beegara Oota,3.8,258,HSR
"2609, 27th Main road, Sector 1, HSR Layout, Bangalore",Northam's Pizza.Pita,4.1,671,HSR
"17, 18th Cross Road, Near Reliance Digital, Sector 3, HSR layout, HSR, Bangalore",Helloo Delhi,3.9,880,HSR
"Groud Floor, Near Croma, Total Mall, Sarjapur Road, Bangalore",Subway,3.9,93,Sarjapur Road
"1172, Ground Floor, 24th Main, 25th Cross, Next to Mariyamma Temple, Parangipalya, HSR, Bangalore",Poorvika Restro Cafe,3.7,76,HSR
"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Chef Baker's,3.6,37,Koramangala 1st Block
"Garden Layout Road, Sector 2, HSR Layout, HSR, Bangalore",Cake Cafe,4.0,157,HSR
"16,24th Main, Paringipalya, 2nd Sector, HSR, Bangalore",Bindu Garden Bar & Restaurant,3.1,36,HSR
"445, 5th Main, 16th A Cross, 6th Sector, HSR, Bangalore",Just Bake,3.6,18,HSR
"2, Near BDA, 14th Main Road, Sector 7, HSR, Bangalore",Pizza Hut,3.1,452,HSR
"1197/1, 22nd A Cross, Sector 3, HSR Club Road, HSR, Bangalore",Paratha Plaza,3.1,82,HSR
"186, Sri Sai Mansion, Green Glen Layout, Bellandur, Bangalore",Punjabi Home Made Food,3.4,5,Bellandur
"30 & 31, Shrinidhi Ascend, 1st Floor, Garvebhavi Palya, Hosur Main Road, Bommanahalli, Bangalore",SR Andhra Spicy House,3.8,240,Bommanahalli
"1312, 24th Main Road, Sector 2, HSR, Bangalore",Chaat Trail By Moti Mahal,3.9,46,HSR
"110/1. Near High End Apartments, HSR, Bangalore",FreshPhulka,3.8,24,HSR
"112/1, Lakedew Residency, Haralur Main Road, HSR Post, HSR, Bangalore",Punjabi Nukkad Pure Veg,4.0,768,HSR
"Building 735, 3rd Sector, HSR Layout, HSR, Bangalore",New Delicacy,3.7,86,HSR
"225, 12th Cross, 17th B Main, Sector 4, HSR, Bangalore",Indian Paratha Factory,2.7,140,HSR
"741, 18th Main Road, Koramangala 6th Block, Bangalore",Cane Crussh,3.7,15,Koramangala 6th Block
"112/1, Lakedew Residency, Haralur Main Road, HSR, Bangalore",Punjabi Handi,2.9,19,HSR
"1702, 19th Main Road, Sector 2, HSR Layout, HSR, Bangalore",Feaster,3.8,88,HSR
"240, 17th Cross, 24th Main, Sector 1, HSR, Bangalore",Cake Dilim,3.7,90,HSR
"4, Building 240, 27th main road, HSR sector 2",What's Cooking,3.1,35,HSR
"Opposite to Sai Poorna Paradise and Sobha Daffodil South Gate, Somaandra Palya, HSR, Bangalore",Zaikedar Kitchen,3.2,17,HSR
"1196, 22nd Cross, HSR Club Road, Sector 3, HSR, Bangalore",Meat and Eat,3.5,59,HSR
"405, 6th D Cross, Venkatpura, HSR, Bangalore",BIB - Breakfast in the Box,3.8,212,HSR
"16, 80 Feet Road, 7th Main, Opposite SBI, Koramangala 1st Block, Bangalore",Ramji Chaiwale,3.8,93,Koramangala 1st Block
"154,Opp Lawence High School,4th Sector, HSR, Bangalore",The French Loaf,3.1,15,HSR
"24th Main Road, Parangipalya, HSR 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",The Biryani Palace,3.0,12,HSR
"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",Shahi Rasoi,3.1,27,HSR
"Lakedew Residency- Phase 2, Harlur, HSR, Bangalore",Lassi Cafe,3.8,41,HSR
"147, Sarjapur Main Road, Kaikondrahalli, Sarjapur Road, Bangalore",Bombay Kulfi,3.5,32,Sarjapur Road
"492, 17th Cross, 27th Main Road, HSR, Bangalore",Bengaluru House,2.6,21,HSR
"55/8, Gurumoorthy Building, Opposite To Nandi Toyota, Beside Puravankar, Kudlu Gate, Bommanahalli, Bangalore",Cake Menu,3.2,11,Bommanahalli
"1702, 19th Main Road, Sector 2, HSR, Bangalore",Cream Chemistry,3.9,75,HSR
"2nd Main, Munneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Wheat House,3.3,11,HSR
"1197, 25th B Main, 22nd Cross, Parangipalya, Sector 2, HSR, Bangalore",Sree Bangalore Bhavan,3.7,44,HSR
"38, 1st Main, 1st Cross, Reeliable Lakedew Residency Layout, Hurlur Road, HSR, Bangalore",The Twenty Handmade Chocolates,3.8,30,HSR
"1567, 27th Main, Sector 2, HSR, Bangalore",Fine Dine Restaurant,3.7,56,HSR
"1151, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",Manshi Paratha & Pav Bhaji,3.2,6,HSR
"Shop 161, Somasandrapalya Main Road, HSR Layout 2nd sector, HSR, Bangalore",Lazeez Corner,3.1,7,HSR
"679, 10th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Soup Station,3.9,38,Koramangala 4th Block
"346/A, 17th A Main, 22nd A Cross, Sector 3, HSR, Bengaluru",The Humble Pie,3.9,34,HSR
"Near Chinmaya College, Somasundarapalya, Sector 2, HSR, Bengaluru",The Food Factory,2.7,42,HSR
"939, 6th Main, 1st Block, Koramangala 1st Block, Bangalore",Lazeez,2.4,318,Koramangala 1st Block
"Above Canara Bank, Between Silk Board & BDA Junction, HSR Ring Road, HSR, Bangalore",Swathi Spice n Ice,3.5,165,HSR
"268/3, 1st Floor, BVNR Complex, Hosur Main Road, Bommanahalli, Bangalore",Dande's Hyderabad Biryani,3.0,255,Bommanahalli
"36/6, Samasundra Palya, 2nd Sector, HSR Layout, HSR, Bangalore",Families Food Court,3.9,261,HSR
"235, 9th Main Road, Sector 7, HSR Layout, HSR, Bangalore",Samosa Express,3.6,23,HSR
"526/A & 517/A, First Floor, Ganesha Complex, 19th Main Road, Sector 3, HSR, Bangalore",Grow Fit,3.8,36,HSR
"1318, Ground Floor, 24th Main Rd, Sector 2, HSR, Bangalore",Stark Bistro,3.6,30,HSR
"505/74, 24th B Main Road, 6th Cross, Mariswamy Layout Agara HSR 1st sector, Bengaluru",KafeKombos,3.5,16,HSR
"1ST FLOOR, BEARING NO.66, SRI CHAMPAKDHAMA, 1ST MAIN ROAD, S.T. BED,KORAMANGALA , BANGALORE -560034",Masale Daan,3.3,5,Koramangala 1st Block
"28-29, Begur Main Road, Hongasandra, Bommanahalli, Bangalore",New Kabab Zone,3.4,13,Bommanahalli
"9th Cross 24th Main Near Thirurmala Theatre, HSR Layout, Bangalore",Shree Mahalakshmi Sweets,3.3,10,HSR
"Shop 5, 99/4, Haralur Main Road, HSR, Bangalore",Pavan Tiffin Center,3.3,8,HSR
"Shop L 189, Near Silk Board Junction, Sector 6th, HSR, Bangalore",Yo! Thali,3.5,4,HSR
"1456/A, 2nd Floor, 12 Cross, 22nd Main, Sector 1, HSR Layout, Bangalore",Zodiac Grills,3.2,4,HSR
"75/1, Little Elly School Road, Near ND Sepal Road, Somasandrapalya, Sector 2, HSR, Bangalore",Aao G Khao G,3.5,11,HSR
"1821, Garden Layout, Sector 2, 24th Main Road, HSR, Bangalore",Lost in Pizza,3.1,4,HSR
"1204/a, 23rd Cross, 25th B Main Road, Sector-2, HSR, Bangalore",Dilli6 Paratha,3.0,4,HSR
"417/1, 100 Ft Roa, Koramangala 4th Block, Bangalore",The Shawarma Shop,0.0,0,Koramangala 4th Block
"Lakedew Residency, Phase 2, Harlur, HSR, Bangalore",Biryani Rooh-e-Khaas,0.0,0,HSR
"59, Ground Floor, 7th Cross Reliable Residency, Haralur Road, Sector 2, HSR, Bangalore",YUNCHI,0.0,0,HSR
"405/3, 6th D Cross, Venkatapura HSR, Bangalore",Shake The Shake,0.0,0,HSR
"1, 14th Main, 17th Cross, Sector 7, HSR Layout HSR, Bangalore",Tarbouche,0.0,0,HSR
"HSR, 14th Main, 4th Sector, HSR, Bangalore",WOW! Momo,0.0,0,HSR
"BDA Complex, HSR, Bangalore",A2B - Adyar Ananda Bhavan,2.8,484,HSR
"1204/A, 25th B Main, 23rd Cross, HSR, Bangalore",The Spice Factory,3.1,29,HSR
"2341, 17th Cross, Opposite Gayathri Basaveswara Temple, Vanganahalli, Sector 1, HSR, Bangalore",Chaat Street,3.8,192,HSR
"MCH Society, Opposite the BDA Complex, HSR Layout, HSR, Bangalore",Krispy Kreme,3.9,150,HSR
"6, 58/7, Harlur Main Road, Near Pratham Motors, Sarjapur Road, Bangalore",Wow Kitchen Punjabi Taste,0.0,0,Sarjapur Road
"499, 47/2, Kudlu Village, Behind TVS Godown, Kudlu Gate, Bommanahalli, Bangalore",Sumai Foods,3.2,4,Bommanahalli
"12, 6th C Cross,Behind Green View Medical Center, Koramangala 1st Block, Bangalore",Night Panda,3.8,196,Koramangala 1st Block
"32, B3, 24th Main Road, Parangi Palya, Sector 2, HSR, Bangalore",Hungry Monster,0.0,0,HSR
"461, 17th Cross, 4th Sector, HSR, Bangalore",Cakewala,4.3,229,HSR
"27th Main, Sector 2, Near NIFT, HSR, Bangalore",Corner House Ice Cream,4.4,790,HSR
"218, 9th Main, Sector 6, HSR, Bangalore",Amma's Pastries,4.1,146,HSR
"36/A, 22nd Cross, Sector 3, Near HSR Club, HSR, Bangalore",Polar Bear,4.0,221,HSR
"2623, Next To Axis Bank, 27th Main Road, Sector 1, HSR Layout, HSR, Bangalore",Shubh Sweets,3.9,331,HSR
"1190/1, 22nd Cross,14th Main, 3rd Sector, HSR Club Road, HSR, Bangalore",Amrutha Sweets,4.1,116,HSR
"530, 24th Main, Sector 2, HSR Layout, HSR, Bangalore",L J Iyengar Bakery,3.9,53,HSR
"2609, 27th Main, 16th Cross, Opposite NIFT College, HSR Layout, HSR, Bangalore",Just Bake,3.6,154,HSR
"1174, 2, 17th Cross, 5th Main, Sector 7, HSR Layout, HSR, Bangalore",KC Das - Sweet Corner,2.9,46,HSR
"434, Ground Floor, J.R.Arcade, 17th Cross Road, Sector 4, HSR, Bangalore",Havmor - Hav Funn,3.3,6,HSR
"1174, 17th Cross, 5th Main, Sector 7, HSR Layout, HSR, Bangalore",Sweet Chariot,3.5,50,HSR
"#,1070 Ground Floor, 24th Main, oppiste karnataka bank, 1st Sector, HSR Layout, HSR, Bangalore",Patville,4.0,104,HSR
"2318, Near NIFT College, Sector 1, HSR, Bangalore",Sweet Truth,4.0,48,HSR
"590, 15th C Main, 15th Cross, Sector 4, HSR, Bangalore",Shree Mithai,3.7,31,HSR
"120/4, Halur Main Road, Phase 3 HSR Layout, BBMP South, HSR, Bangalore",Bombay Kulfis,3.4,8,HSR
"2737, 27th Main, 16th Cross, Sector 1, HSR Layout, Bangalore",Mist n Creams,3.9,38,HSR
"Location Varies, 27th Main, HSR Layout, HSR, Bangalore",Ice Cream Buggy,3.1,21,South Bangalore
"18, Munia Appa Complex, HSR Layout, Sector 7, HSR, Bangalore",Igloo Shakez & Bytez,3.1,7,HSR
"5th Cross Road, T.R, Mirajkar Building, Venkatapura Main Road, Jakkasandra, 1st Block, Koramangala, HSR Layout 5th Sector, Bangalore",Royal Bakes,0.0,0,Koramangala 1st Block
"1570, Vinutha Tower, HSR Layout, Sector 1, Hosur Sajapur Road, Bengaluru, Karnataka 560030",Cafe Coffee Day,3.1,13,Sarjapur Road
"38, Sarjapur Main Road, Jakkasandra Extension, HSR, Bangalore",Hammered,0.0,0,HSR
"Astra Hotel, 2795, 27th Main, Sector 1, HSR, Bangalore",TBC Sky Lounge,4.7,6745,HSR
"2324, 17th Cross, 27th Main, Opposite Studio Pepper Fry, Sector 1, HSR, Bangalore",Hangover,4.3,797,HSR
"253, 2nd Floor, 5th Main, 17th Cross, Sector 6, HSR, Bangalore",Vanilla Sky,4.6,766,HSR
"253, 1st Floor, 5th Main, 17th Cross, Sector 6, HSR Layout, HSR, Bangalore",Baar Union,4.6,634,HSR
"436, 17th Cross, Sector 4, HSR Layout, HSR, Bangalore",Cirkus,4.3,331,HSR
"145, Ground Floor, Below Swathi Spice n Ice, Close To HSR BDA Junction, Sector 5, HSR, Bangalore",Safe House,4.1,1372,HSR
"Shop 14, 5th Floor, 9th Main Road, Sasya Homes, Service Road, HSR, Bangalore",Indigo X II P,0.0,0,HSR
"1669, 3rd and 4th Floor, 27th Main Road, Sector 2, PWD Quarters, HSR Layout",The Colony Gastropub,4.1,512,HSR
"Bhumi Complex, 177, 9th Main Road, 7th Sector, HSR, Bangalore",Petoo,3.8,115,HSR
"666, 27th Main Road, 13th Cross, Sector 1, HSR, Bangalore",Luo Han,3.6,777,HSR
"22nd Cross Road, Sector 3, HSR, Bangalore",Nature's Nectar,3.7,38,HSR
"560/9 , 24th Main, 7th Cross, Sector 1, HSR, Bangalore",Mahek E Punjab,3.1,7,HSR
"530, Sai Ram Plaza, 19th Main, Sector 3, HSR, Bangalore",Begum's Biriyani,3.2,4,HSR
"150, 9th Main Road, Sector 6, HSR, Bangalore",Raghavendra Tiffin,4.4,222,HSR
"2318, Sector 1, Near NIFT College, HSR Layout, Bangalore",Faasos,3.9,355,HSR
"939, Ground Floor, 24th Main, 9th Cross Road, 1st Sector, HSR, Bangalore",Basava Bhavana (B2),0.0,0,HSR
"2738, 27th Main Road, Sector 1, HSR, Bangalore",Domino's Pizza,3.8,251,HSR
"251, 19th Main, Opposite Gnan Srishti Scholl of Excellence, HSR, Bangalore",Pappu Chaiwalla,3.9,689,HSR
"778/1, 22nd Main, Club Road, Sector 2, HSR Layout, Bangalore",Paratha Plaza,3.8,184,HSR
"Shop 1087/A, 14th Main, 18th Cross, 3rd Sector, HSR, Bangalore",Dr. Shawarma,3.5,4,HSR
"1163, 23rd Main Road, Garden Layout, Sector 2, HSR Layout, Bangalore",Arogya,3.4,9,HSR
"1330, 24th Main Road, 2nd Sector, Near Power Station, HSR, Bangalore",Sagar Fast Food,0.0,0,HSR
"2720, 16th Cross, 31st Main, Sector 1, HSR, Bangalore",Chandu Dhaba,3.8,40,HSR
"2393, 15th B Cross Road, 1st Sector, HSR, Bangalore",Just Dosa,3.7,34,HSR
"764\E, 22nd Cross, HSR Club Road, HSR, Bangalore",Bangarpet Chats,3.3,5,HSR
"9, Survey 28/9, Ambalipura Village, Haralur Main Road, HSR, Bangalore",Just Bake,3.4,7,HSR
"1004, 9th Main Road, 7th Sector, HSR, Bangalore",Goli Vada Pav No. 1,3.8,69,HSR
"78/2, Ground Floor, Haralur Main Road, HSR, Bangalore",Punjabi Unplugged,0.0,0,HSR
"36, 80 Feet Road, Mangamman Palya Main Road, HSR, Bangalore",Moradabadi Special Biryani,3.4,6,HSR
"2719, 31st Main Road, Sector-1, HSR Layout, Bangalore",Bangarpet Chats,3.3,9,HSR
"24th Main, 2nd Sector, HSR, Bangalore",Panchamuki Fastfood,3.5,12,HSR
For being our customers. We will be at BTM to serve you.,Rayaan's Restaurant,3.6,155,HSR
"49, Mangammanpalya, HSR layout Bangalore",Ambur Chicken Biryani,3.1,9,HSR
"1086/A, Twin Tulips, Near BDA Complex, 18th Cross, Sector 3, HSR, Bangalore",House of Mandarin,3.3,4,HSR
"Near Pepsi Gooden, Harlur Main Road, HSR, Bangalore",Ambur Tasty Biriyani,3.2,4,HSR
"53, 24th Main Road, Sumansandrapalya, Near Power Station, Sector 2, HSR, Bangalore",Swadisht North Indian Restaurant,3.2,23,HSR
"29, Royal Placid, Phase 2, Harlur Main Road, HSR, Bangalore",Meat and Eat,3.0,52,HSR
"2614, Opposite CPWD Campus, 27th Main, Sector 1, HSR Layout, Bangalore, HSR, Bangalore",Familiar Food Court,2.6,43,HSR
"27th Main Road, Opposite ICICI Bank, Sector 1, HSR, Bangalore",Toping Twist,0.0,0,HSR
"16, 5th Floor, 9th Wing, 17th Cross, HSR Layout, Bangalore",SMS: Stop Making Sense,0.0,0,HSR
"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",Royal Calcutta Restaurant,4.0,269,Koramangala 1st Block
"169, 80 Feet Road, Koramangala 1st Block, Bangalore",Skywalk Restobar,3.3,5,Koramangala 1st Block
"Beside Nandi Toyota Showroom, Garve Bhavi Palya, Hosur Main Road, Bommanahalli, Bangalore",Chackochi Mess,3.3,6,Bommanahalli
"Venkateswara Layout, A Block, AECS Layout, Singasandra ,Bengaluru,karnataka.560068",Nila Cafe,3.6,16,Bommanahalli
"169, Second Floor, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore",The Bar Therapy,0.0,0,Koramangala 1st Block
"168, 7th Main, 80 Feet Road, 1st Block, Koramangala 1st Block, Bangalore",Udupi Upahara,3.7,46,Koramangala 1st Block
"964/962/1A, Garvebhavi Palya, Opposite Brand Factory, Hosur Road, Bommanahalli, Bangalore",Geetha Cafe,3.0,12,Bommanahalli
"201/A, Kudlu Main Road, Kudlu Gate, Bommanahalli, Bangalore",Sri Bhagya Veg,0.0,0,Bommanahalli
"54/1, Begur Main Road, Bommanahalli Circle, Bommanahalli, Bangalore",Barbeque Delight,3.7,83,Bommanahalli
"Shantha Murthy Building, Opposite Oxford College, GB Palya Road, Hongasandra, Near Bommanahalli, Bangalore",Nagappa Naidu Hotel,0.0,0,Bommanahalli
"773, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",The Kebab Room - Restaurant & Brewery,4.0,773,Indiranagar
"57, 2nd Floor, 100 Feet Road, Indiranagar, Bangalore",Peacock,3.9,847,Indiranagar
"LR Arcade,4121, Old Airport Road, Bangalore",Big Pitcher,4.7,9021,Old Airport Road
"4005, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Barbeque Nation,4.7,7152,Indiranagar
"763, Near Sony World, 100 Feet Road, Indiranagar, Bangalore",LOFT38,4.3,3586,Indiranagar
"2011,1st Floor, HAL 2nd Stage,100 Feet Road, Indiranagar, Bangalore",Urban Tamaasha,4.1,840,Indiranagar
"4032, 100 ft Road, HAL II stage Next to Domlur Bridge, Indiranagar, Bangalore",Mainland China,4.4,1507,Indiranagar
"2017, Near Reebok Showroom, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Little Italy,4.3,3275,Indiranagar
"618, 2nd Floor, Above Chicco, 12th Main, Indiranagar, Bengaluru",Dhaba - Estd 1986 Delhi,4.4,1414,Indiranagar
"2022, 100 Feet Road,HAL 2nd Stage, Indiranagar, Bangalore",Pasta Street,4.5,1614,Indiranagar
"276, 1st Floor, 6th Main, Binnamangala Layout, Defence Colony, 100 Feet Road, Indiranagar, Bangalore",Southindies,4.1,1224,Indiranagar
"3, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Oye Amritsar,3.9,1432,Indiranagar
"716, Goethe Institute, Max Muller Bhavan, CMH Road, Indiranagar, Bangalore",Cafe Max,4.3,1651,Indiranagar
"Next to BSNL, HAL 2nd Stage, 80 Feet Road, Indiranagar, Bangalore",Empire Restaurant,4.2,8176,Indiranagar
"2986, First Floor, Ashwini Complex, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",China Bistro & Lounge,4.4,79,Indiranagar
"477, Krishna Temple Road, 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",The Restaurant - Coorg,4.3,504,Indiranagar
"Plot 607, 1st Floor, Trifecta Douillet, 12th Main Road, HAL II Stage, Indiranagar, Bangalore",Copper Chimney,4.1,80,Indiranagar
"2010, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Zaica Dine & Wine,4.0,1013,Indiranagar
"203, Double Road, Indiranagar 2nd stage, Bangalore, Indiranagar, Bangalore",Annapoorani,3.9,434,Indiranagar
"462, Sree Krishna Temple Road, Off 100 Feet Road, Indiranagar, Bangalore",Srinathji's,3.6,592,Indiranagar
"The Paul Bangalore, 139/28, Opposite Embassy Golf Links, Off Intermediate Ring Road, Domlur, Bangalore",Sidewalk Cafe & Bar - The Paul Bangalore,4.2,217,Domlur
